user_id	user_ground_truths	user_top_k_prediction
10	[1634, 3751, 2478, 2463, 2554, 5693, 215, 2595, 2616, 2642, 1352, 4294, 17326, 13690, 15600, 6223, 9702, 8213, 2620, 29656, 6253, 2174, 222, 2633, 5621, 1609, 3812, 12622, 37314, 17108, 17111, 35046, 2180, 1636, 3538, 18262, 6233, 160, 38368, 1492, 32310, 1537, 51, 15389, 2607, 2489, 21430, 3456, 2481, 6329, 1632, 3638, 5696, 5692, 22066, 2624, 227, 1625, 4601, 17603, 8970, 6232, 3699]	[160, 1352, 1537, 1625, 2478, 1636, 1644, 184, 559, 2616, 2627, 3697, 2595, 2633, 2541, 2554, 2418, 2624, 8163, 2427, 4635, 128, 1632, 2501, 2180, 2514, 5628, 2489, 2421, 6916, 2622, 2174, 2545, 2611, 1663, 11032, 2363, 5692, 5678, 15442, 129, 2642, 2580, 1674, 2486, 3701, 4596, 3776, 3749, 2226, 3634, 2507, 1623, 483, 2179, 2553, 2205, 1395, 5655, 2463, 5695, 15379, 1407, 16165, 1690, 5297, 6111, 20854, 722, 1541, 2641, 7091, 2495, 5675, 6232, 15380, 3638, 2454, 3456, 2536, 6247, 5347, 18262, 1361, 5670, 1699, 7085, 2176, 4536, 2178, 1805, 2457, 2222, 226, 6194, 3720, 1360, 4532, 1666, 2186]
11	[6324, 2431, 1321, 213, 6323, 12097, 2224, 23946, 5322, 1307, 1244, 14838, 29119, 1695, 5787, 5315, 326, 17807, 160, 5323, 5785, 336, 5783, 7443, 30372, 422, 380, 2228, 6422, 379, 2192, 26814, 415, 16465, 5683, 1625, 2633, 4432, 3510, 5842, 19587, 3521, 4442, 12098, 18152]	[160, 1292, 1242, 128, 422, 559, 805, 456, 336, 6347, 208, 1287, 4432, 1307, 1236, 1665, 1831, 189, 301, 1302, 1674, 1321, 5313, 296, 6916, 187, 1183, 6324, 306, 5683, 3487, 619, 1671, 205, 2896, 5321, 2222, 1189, 141, 1541, 333, 293, 12144, 2363, 778, 290, 415, 4371, 792, 1320, 1157, 183, 2526, 326, 1156, 3541, 211, 2624, 2319, 340, 810, 318, 1706, 766, 3432, 2512, 791, 194, 213, 814, 314, 2172, 5309, 775, 375, 4452, 3112, 315, 198, 1294, 1288, 2096, 1811, 3540, 7557, 13525, 4598, 1640, 5778, 1165, 1638, 346, 1204, 5636, 10808, 1233, 3626, 9134, 199, 2127]
12	[0, 1215, 7531]	[6010, 5973, 563, 118, 3191, 107, 1217, 115, 7482, 4673, 7499, 123, 8365, 8197, 7596, 11054, 99, 5975, 54, 1213, 10987, 8360, 32690, 5987, 5980, 1215, 4674, 110, 10961, 11329, 5989, 53, 0, 8106, 7532, 79, 6012, 5990, 4672, 8196, 7531, 5967, 7508, 109, 66, 108, 7602, 3744, 10971, 6007, 10989, 11056, 16827, 114, 11017, 8092, 25986, 10958, 84, 7608, 10976, 121, 16212, 71, 5983, 125, 4, 10970, 5999, 13717, 15714, 5991, 8376, 126, 7599, 97, 7526, 10956, 6008, 6016, 8107, 16211, 3219, 7525, 8073, 104, 67, 17179, 105, 10957, 7498, 9405, 68, 7524, 6019, 6011, 21638, 12079, 5982, 55]
13	[2067, 7348, 12528, 2220, 3044, 3071, 3019, 6803, 4602, 1436, 2071, 19348, 3268, 3087, 20837, 16986, 3072, 13682, 3081, 334, 2460, 38174, 5172, 12438, 283, 559, 3768, 3032, 3077, 780, 16988, 10800, 10390, 6936, 309, 14252, 2318, 623, 2895, 2545, 14235, 3133, 2324, 2467, 774, 1437, 7356, 3034, 23734, 28954, 2347, 2903, 198, 15522, 3021]	[559, 5430, 805, 2319, 3810, 194, 1428, 2071, 4519, 801, 8388, 1430, 7120, 4994, 2067, 307, 315, 2310, 3800, 318, 2472, 4629, 317, 24591, 5172, 2263, 1437, 12144, 369, 478, 621, 314, 1421, 774, 301, 2474, 2247, 547, 620, 397, 1831, 447, 9642, 3134, 300, 3092, 5198, 6733, 3070, 3767, 6372, 810, 8799, 2511, 6558, 198, 5685, 4625, 310, 5386, 4995, 276, 297, 2526, 291, 1441, 331, 5168, 17175, 545, 4841, 3107, 765, 2483, 5423, 5410, 8393, 2362, 5131, 2896, 6605, 12624, 5174, 6081, 13277, 3133, 4623, 3094, 2464, 5142, 15230, 2289, 306, 3820, 251, 1445, 2346, 408, 7518, 2467]
14	[4546, 18264, 20960, 15935, 2565, 12206, 141, 6112, 15950, 28387, 1252, 2541, 2195, 2193, 14156, 1361, 10294, 6252, 1152, 14838, 160, 20969, 2225, 2192, 18918, 6901, 1241, 4385, 9257]	[2337, 160, 1307, 5172, 837, 1242, 2525, 722, 1352, 1302, 6916, 718, 141, 128, 1294, 642, 1152, 129, 1287, 2536, 1224, 2540, 1165, 1156, 2421, 211, 1325, 4363, 1264, 1142, 7121, 9247, 1288, 4635, 456, 6919, 1412, 2624, 18264, 1609, 1244, 6904, 5290, 1500, 2195, 1212, 1025, 2193, 8537, 7682, 1361, 3541, 4546, 9042, 1262, 7447, 1452, 2633, 2539, 2427, 1189, 1178, 2229, 978, 20973, 6901, 51, 3697, 2186, 2457, 5146, 4289, 18610, 2493, 10295, 3638, 10753, 184, 2622, 2364, 7448, 283, 2627, 3735, 1541, 1623, 4545, 2226, 1133, 12479, 13839, 2599, 5629, 2363, 1231, 1809, 1321, 2486, 1023, 24791]
15	[7897, 6687, 1076, 16606, 2036, 6146, 1441, 5386, 6022, 2319, 197, 4462, 16392, 39928, 294, 374, 205, 3087, 17051, 309, 6613, 2323, 5015, 559, 2525, 3128, 4708, 2284, 30853, 12566, 29289, 4812, 3307, 3396, 9441, 580, 2350, 3991, 3912, 2398, 30193, 3871, 2366, 2387, 8127, 6520, 4018, 877, 10517, 18410, 7478, 33349, 39258, 30984, 22226, 12056, 12033, 34506, 12054, 7623, 7624, 7620]	[2525, 1933, 559, 468, 1076, 2396, 1087, 594, 1937, 553, 1938, 4037, 877, 1910, 593, 744, 2365, 2493, 205, 3349, 141, 2278, 6751, 176, 1042, 3328, 775, 155, 4053, 2637, 307, 1930, 8252, 4079, 934, 6687, 564, 22048, 821, 4111, 580, 2276, 6520, 2405, 1906, 3263, 691, 2369, 7936, 2924, 1955, 3901, 585, 591, 2491, 7758, 2947, 814, 1029, 2282, 2097, 2337, 206, 733, 779, 4344, 1973, 3264, 1077, 586, 3131, 473, 8337, 778, 7948, 1918, 469, 1878, 4003, 2387, 893, 9325, 316, 283, 552, 3121, 874, 587, 1060, 969, 3297, 4186, 600, 782, 729, 12332, 3875, 3323, 1571, 3955]
16	[6606, 2358, 8186, 16512, 4523, 9963, 10242, 1424, 10241, 193, 4456, 789, 10240, 8185, 3464, 812, 2482, 2906, 6133, 5619, 6129, 6132, 6130, 6131, 29228, 11781, 1778, 12378, 8187, 3266, 176, 7199, 4608, 18916, 34114, 31872, 16513, 369, 141, 15338, 7103, 12176, 26037, 7988, 29133, 37083, 16908, 9310, 32194, 14999, 16909, 18630, 16911, 8964, 9211, 16910, 1355, 831, 9213, 7209, 1356, 13301, 4434, 15337, 9212, 828, 8966, 8968, 9215, 2925, 3845, 5058, 1821, 937, 14700, 15110, 11763, 12031, 15235, 2337, 2525, 628, 5135, 4029, 821, 837, 822, 9223, 6057, 38978, 835, 16903, 38456, 3822, 4087]	[2525, 837, 553, 628, 12583, 189, 369, 7745, 302, 571, 792, 1755, 1843, 674, 195, 293, 176, 673, 468, 2396, 2282, 473, 1811, 4344, 1739, 1853, 677, 7758, 3956, 1762, 1821, 870, 2278, 877, 12332, 7209, 564, 675, 1087, 461, 775, 1831, 2491, 707, 1730, 305, 699, 7936, 893, 6687, 8337, 4037, 812, 141, 306, 552, 605, 8252, 779, 4525, 297, 2387, 822, 1726, 9962, 718, 1067, 3297, 2397, 202, 778, 206, 6650, 679, 2954, 1851, 835, 373, 3263, 22048, 199, 2484, 155, 1571, 585, 6833, 15753, 691, 1708, 3200, 476, 3472, 6664, 4079, 1857, 205, 3915, 2362, 6520, 587]
17	[36637, 18844, 28373, 10678]	[1665, 6347, 340, 422, 1671, 129, 6291, 9494, 6904, 1292, 441, 13523, 333, 336, 128, 6719, 1307, 9681, 1362, 28376, 14119, 346, 11227, 39366, 9495, 160, 5840, 391, 18242, 20567, 5699, 3487, 3626, 6542, 1405, 6324, 26520, 5147, 326, 5847, 337, 18728, 18846, 4432, 5321, 9690, 11150, 7561, 26810, 10688, 9047, 36470, 1321, 1679, 378, 9489, 35270, 444, 3733, 363, 3448, 34992, 436, 12095, 18891, 9699, 28374, 6271, 4587, 9692, 31459, 9049, 10679, 9696, 14500, 4371, 28373, 36543, 3627, 10682, 18847, 3734, 9173, 36638, 6527, 10673, 18155, 31458, 6263, 5305, 6883, 14499, 18169, 36540, 9713, 5798, 425, 26521, 456, 6569]
18	[2631, 5357, 1675, 18269, 1241, 9688, 31457, 22276, 23242, 25965, 9134, 1244, 5347, 31270, 9500, 5355, 29124, 2633, 16793, 6252, 1452]	[160, 1302, 1292, 1307, 1674, 129, 1236, 2457, 128, 1182, 1242, 1142, 1224, 1663, 456, 21306, 3012, 6919, 1288, 2421, 1244, 1325, 1198, 9500, 5355, 2624, 978, 21712, 1262, 10819, 184, 28491, 559, 4363, 2363, 2599, 1294, 1452, 1287, 7093, 2501, 5655, 15971, 23772, 16165, 2418, 1156, 1152, 8163, 1676, 1183, 1644, 30068, 2478, 6157, 1541, 1233, 375, 2486, 2536, 1154, 5347, 5631, 12421, 1361, 14158, 1194, 179, 1186, 2593, 14157, 1158, 229, 5678, 180, 1637, 4635, 5313, 2622, 1698, 2633, 1695, 26889, 2451, 1697, 2602, 12099, 1187, 1199, 1336, 9501, 14838, 3697, 5629, 18610, 7656, 1121, 6916, 2590, 1180]
19	[14815, 11380, 1464, 9639, 201, 205, 2971, 14403, 10818, 7341, 11875, 3012, 8095, 186, 17189, 7398, 6611, 529, 1479, 4519, 3092, 6558, 478, 2473, 13306, 3105, 1417, 6594, 19775, 2466, 559, 8592, 33376, 329, 31368, 5410, 3059, 6579, 5012, 7394, 3096, 35008, 3031, 2483, 3739, 1437, 17190, 3107, 40974]	[529, 559, 805, 205, 1428, 1437, 2472, 192, 203, 316, 1553, 3105, 296, 1430, 4519, 201, 302, 3059, 310, 3107, 3092, 3024, 4841, 1242, 208, 12144, 3070, 8593, 2461, 765, 1421, 1571, 374, 619, 456, 2473, 4598, 206, 623, 6589, 369, 329, 2141, 478, 4657, 1594, 283, 3765, 397, 4215, 10797, 2483, 766, 557, 198, 1236, 406, 3099, 410, 3048, 2464, 3097, 2673, 536, 3044, 4646, 7831, 1352, 7367, 7394, 6609, 3739, 1165, 2071, 372, 801, 373, 3096, 3031, 6599, 204, 307, 2362, 315, 718, 1473, 6558, 477, 2466, 3047, 5421, 2526, 314, 317, 2097, 3737, 141, 4625, 774, 1843]
20	[16446, 4117, 1864, 36381, 953, 13447, 3349, 13208, 2281, 9441, 10602, 1897, 1874, 2924, 654, 12567, 25366, 13955, 12537, 12211, 3991, 2970, 1772, 11715, 894, 3132, 3559, 13164, 31965, 9474, 9344, 13935, 1910, 8014, 40474]	[2525, 1755, 1933, 605, 1843, 141, 3328, 187, 6520, 893, 468, 3352, 792, 1087, 600, 3958, 3956, 1076, 176, 917, 2954, 3901, 1772, 1029, 3263, 1875, 821, 1938, 729, 874, 1708, 2276, 1937, 677, 1965, 1730, 594, 2925, 6751, 553, 545, 707, 654, 4117, 8252, 1910, 3846, 1811, 1842, 4079, 8337, 7758, 877, 3297, 2491, 696, 3120, 2032, 2493, 566, 1042, 714, 814, 775, 3349, 22048, 2924, 4006, 718, 674, 14511, 692, 3849, 2097, 4003, 9924, 9441, 673, 2282, 1863, 4037, 10607, 1060, 747, 778, 1428, 3559, 473, 4039, 305, 1857, 4344, 1870, 937, 591, 632, 4046, 4053, 881, 13444]
21	[1237, 8209, 5679, 1300, 2617, 5660, 1636, 6213, 1229, 40798, 5695, 3692, 5700, 7081, 2633, 2580, 39066, 19340, 30065, 1321, 11373, 5776, 8297, 2241, 13907, 447, 1831, 2616, 6098, 2595, 397, 300, 194, 176, 1441, 4646, 5421, 21019, 5626, 2624]	[559, 978, 192, 805, 1352, 1292, 619, 179, 176, 2363, 369, 194, 1636, 4648, 293, 1320, 1644, 283, 1288, 1233, 180, 1211, 553, 2554, 2616, 302, 1242, 1287, 1191, 1257, 545, 1421, 204, 51, 3776, 2541, 1322, 546, 211, 456, 5701, 3697, 1212, 3071, 3701, 1149, 1295, 305, 370, 306, 3107, 2633, 2305, 1237, 3719, 6111, 1228, 814, 5692, 2514, 5678, 2343, 792, 8163, 2136, 4523, 775, 4596, 5670, 406, 2180, 221, 1195, 2545, 1428, 2289, 5628, 3044, 4656, 1240, 1236, 1174, 15442, 8977, 1805, 2177, 2362, 6232, 20854, 1631, 11032, 7085, 2624, 778, 2595, 4424, 4610, 1298, 3643, 26014]
22	[9553, 27123, 1195, 1307, 36214, 1302, 4669, 17253, 11159, 4670]	[160, 1242, 1352, 559, 129, 1302, 1292, 1236, 128, 192, 1189, 456, 1212, 302, 3621, 205, 529, 1182, 805, 1417, 2363, 1183, 2319, 283, 1307, 1428, 184, 8266, 553, 1287, 141, 978, 1377, 2222, 1128, 1364, 15379, 766, 1541, 1368, 1398, 2541, 1418, 1625, 1665, 1325, 1321, 3720, 1365, 5778, 2526, 2616, 1421, 5297, 1366, 1385, 801, 194, 1233, 1811, 6184, 301, 2472, 1437, 176, 619, 2627, 5628, 1386, 1384, 1430, 1336, 4635, 2499, 1127, 3070, 1156, 187, 1383, 6194, 369, 1320, 2464, 3541, 208, 2427, 2478, 1571, 197, 294, 1237, 546, 1248, 2554, 1795, 4843, 237, 1388, 374, 455]
23	[1965, 13208, 1105, 20573, 29677, 2965, 14456]	[837, 141, 2635, 718, 821, 2493, 155, 1811, 3121, 642, 7458, 1061, 2365, 2923, 4230, 628, 3261, 2972, 571, 160, 1104, 1933, 9471, 192, 992, 3192, 978, 12225, 2375, 1064, 2056, 189, 1755, 1843, 3367, 543, 8275, 2929, 3397, 2662, 283, 2679, 2965, 3154, 4545, 2492, 714, 5172, 722, 1027, 3116, 4203, 835, 2396, 666, 3196, 2797, 9730, 4030, 3317, 953, 878, 369, 1085, 4648, 1996, 744, 2927, 9296, 3191, 822, 21971, 4039, 4079, 1076, 12342, 7209, 3014, 1066, 2283, 1264, 553, 1538, 2404, 2991, 654, 838, 1082, 7461, 9458, 1242, 4091, 1053, 8128, 10009, 3533, 3366, 8252, 468, 1060]
24	[5131, 1311, 14833, 8571, 1268, 25999, 8556, 39835, 1508, 14831, 7120, 8554, 24591, 1278, 19481, 1537, 8095, 160, 1224, 6111, 8882, 8163, 23958, 3694, 37628, 2462, 1697, 1197, 40063, 1180, 8898, 35105, 6704, 35735, 1321, 1158, 14839, 6240, 6250, 15951, 1186, 2451, 37322, 34978, 15498, 36040, 7089, 1128, 3655, 6176, 1127]	[160, 1292, 1242, 129, 1236, 128, 1287, 1352, 1182, 456, 1156, 1248, 3541, 1231, 3456, 6916, 1541, 37783, 1183, 1288, 978, 1186, 3638, 1294, 8163, 4363, 1665, 1638, 1128, 6184, 5628, 1690, 2493, 3720, 1227, 1644, 192, 180, 7121, 1224, 3697, 2522, 1299, 2427, 2514, 15442, 1211, 2363, 1395, 2478, 1157, 10819, 1198, 1321, 1230, 2180, 3621, 1632, 1623, 1393, 5297, 3719, 5313, 5675, 1176, 1225, 1127, 4635, 1244, 229, 5347, 2494, 2495, 18264, 5678, 6338, 3668, 2526, 2337, 6265, 2176, 1336, 455, 3749, 2489, 1702, 1805, 3542, 1133, 4512, 483, 226, 1126, 3712, 2451, 8248, 422, 1111, 2222, 1360]
25	[2962, 1843, 20213, 15093, 8252, 3263, 20222, 3559, 12200, 1101, 3121, 559, 1207, 2525, 1709, 2942, 7894, 16782, 571, 600]	[2525, 821, 1025, 155, 1933, 2493, 1843, 718, 571, 3121, 160, 283, 559, 2396, 978, 468, 677, 2365, 917, 8543, 628, 838, 12519, 5430, 714, 837, 934, 189, 1538, 4037, 5172, 8252, 14423, 1821, 2933, 1021, 1500, 2373, 1962, 1878, 6664, 187, 1014, 543, 2971, 192, 8305, 3349, 6687, 674, 805, 7457, 744, 877, 51, 2283, 1937, 3800, 598, 11141, 991, 1314, 643, 2405, 12260, 1022, 1509, 1755, 6984, 5435, 1537, 19360, 13664, 1493, 1910, 1165, 1609, 673, 1004, 12565, 1995, 733, 2924, 3363, 2976, 461, 1010, 2055, 1242, 8274, 2056, 575, 7936, 1546, 593, 3366, 14312, 293, 176, 7458]
